url,name,ingredient
https://food.ndtv.com/recipe-chocolate-prunes-gujiyas-953497,Chocolate Prunes Gujiyas,60  prunes
https://food.ndtv.com/recipe-chocolate-prunes-gujiyas-953497,Chocolate Prunes Gujiyas,80  mawa
https://food.ndtv.com/recipe-chocolate-prunes-gujiyas-953497,Chocolate Prunes Gujiyas,80  sugar
https://food.ndtv.com/recipe-chocolate-prunes-gujiyas-953497,Chocolate Prunes Gujiyas,A pinch of cardamom
https://food.ndtv.com/recipe-kesari-gujiya-953493,Kesari Gujiya,2 cups maida
https://food.ndtv.com/recipe-kesari-gujiya-953493,Kesari Gujiya,1/4 cup semolina
https://food.ndtv.com/recipe-kesari-gujiya-953493,Kesari Gujiya,5 tbsp ghee
https://food.ndtv.com/recipe-kesari-gujiya-953493,Kesari Gujiya,1/4 cup milk
https://food.ndtv.com/recipe-kesari-gujiya-953493,Kesari Gujiya,1 tsp saffron
https://food.ndtv.com/recipe-kesari-gujiya-953493,Kesari Gujiya,2 tbsp ghee
https://food.ndtv.com/recipe-kesari-gujiya-953493,Kesari Gujiya,1 1/4 cups sugar
https://food.ndtv.com/recipe-kesari-gujiya-953493,Kesari Gujiya,"1/2 cup mawa, grated"
https://food.ndtv.com/recipe-kesari-gujiya-953493,Kesari Gujiya,1/2 cup dessicated coconut
https://food.ndtv.com/recipe-kesari-gujiya-953493,Kesari Gujiya,"1/4 cup pistachio, chopped"
https://food.ndtv.com/recipe-kesari-gujiya-953493,Kesari Gujiya,"1/4 cup almond, chopped"
https://food.ndtv.com/recipe-kesari-gujiya-953493,Kesari Gujiya,1 tsp cardamom powder
https://food.ndtv.com/recipe-bhang-peda-953492,Bhang Peda,2 Tbsp bhang powder
https://food.ndtv.com/recipe-bhang-peda-953492,Bhang Peda,1 cup mawa
https://food.ndtv.com/recipe-bhang-peda-953492,Bhang Peda,1/2 cup sugar
https://food.ndtv.com/recipe-bhang-peda-953492,Bhang Peda,2 tbsp pistachios
https://food.ndtv.com/recipe-bhang-peda-953492,Bhang Peda,1/2 cup ghee
https://food.ndtv.com/recipe-seviyan-kheer-953482,Seviyan Kheer,70 gms vermicelli
https://food.ndtv.com/recipe-seviyan-kheer-953482,Seviyan Kheer,25 gms pure ghee
https://food.ndtv.com/recipe-seviyan-kheer-953482,Seviyan Kheer,400 ml milk
https://food.ndtv.com/recipe-seviyan-kheer-953482,Seviyan Kheer,50 gms grain sugar
https://food.ndtv.com/recipe-seviyan-kheer-953482,Seviyan Kheer,5 gms green cardamom
https://food.ndtv.com/recipe-seviyan-kheer-953482,Seviyan Kheer,2 gms cloves
https://food.ndtv.com/recipe-seviyan-kheer-953482,Seviyan Kheer,20 gms whole almonds
https://food.ndtv.com/recipe-seviyan-kheer-953482,Seviyan Kheer,10 gms sultanas / kishmish
https://food.ndtv.com/recipe-seviyan-kheer-953482,Seviyan Kheer,for garnishing fresh rose petals
https://food.ndtv.com/recipe-thandai-rasmalai-953481,Thandai Rasmalai,1 cup milk
https://food.ndtv.com/recipe-thandai-rasmalai-953481,Thandai Rasmalai,1 1/2 litre water
https://food.ndtv.com/recipe-thandai-rasmalai-953481,Thandai Rasmalai,1 1/2 cups sugar
https://food.ndtv.com/recipe-thandai-rasmalai-953481,Thandai Rasmalai,1/2 tbsp saunf
https://food.ndtv.com/recipe-thandai-rasmalai-953481,Thandai Rasmalai,1/2 tsp cardamom powder
https://food.ndtv.com/recipe-thandai-rasmalai-953481,Thandai Rasmalai,1 tbsp almond
https://food.ndtv.com/recipe-thandai-rasmalai-953481,Thandai Rasmalai,1 tbsp pistachio
https://food.ndtv.com/recipe-thandai-rasmalai-953481,Thandai Rasmalai,1 tbsp watermelon seed (skinned)
https://food.ndtv.com/recipe-thandai-rasmalai-953481,Thandai Rasmalai,1/2 tbsp poppy seeds
https://food.ndtv.com/recipe-thandai-rasmalai-953481,Thandai Rasmalai,1/2 tsp rose water
https://food.ndtv.com/recipe-thandai-rasmalai-953481,Thandai Rasmalai,1 tsp peppercorn whole
https://food.ndtv.com/recipe-thandai-rasmalai-953481,Thandai Rasmalai,1/4 cup dried or fresh rose petals
https://food.ndtv.com/recipe-thandai-rasmalai-953481,Thandai Rasmalai,1 litre milk
https://food.ndtv.com/recipe-thandai-rasmalai-953481,Thandai Rasmalai,1 tsp refined flour
https://food.ndtv.com/recipe-thandai-rasmalai-953481,Thandai Rasmalai,2 cups grain sugar
https://food.ndtv.com/recipe-thandai-rasmalai-953481,Thandai Rasmalai,3-4 tbsp white vinegar (to curdle the milk)
https://food.ndtv.com/recipe-thandai-rasmalai-953481,Thandai Rasmalai,6-7 cups water
https://food.ndtv.com/recipe-badam-aur-gulkand-ki-kulfi-953479,Badam Aur Gulkand Ki Kulfi,200 gms almonds whole
https://food.ndtv.com/recipe-badam-aur-gulkand-ki-kulfi-953479,Badam Aur Gulkand Ki Kulfi,40 gms gulab ki patti
https://food.ndtv.com/recipe-badam-aur-gulkand-ki-kulfi-953479,Badam Aur Gulkand Ki Kulfi,1.5 litre full fat milk
https://food.ndtv.com/recipe-badam-aur-gulkand-ki-kulfi-953479,Badam Aur Gulkand Ki Kulfi,80 gms mawa (unsweetened)
https://food.ndtv.com/recipe-badam-aur-gulkand-ki-kulfi-953479,Badam Aur Gulkand Ki Kulfi,70 gms sugar
https://food.ndtv.com/recipe-badam-aur-gulkand-ki-kulfi-953479,Badam Aur Gulkand Ki Kulfi,Few strands of saffron
https://food.ndtv.com/recipe-almond-white-chocolate-gujiya-953477,Almond & White Chocolate Gujiya,2 cups all-purpose flour
https://food.ndtv.com/recipe-almond-white-chocolate-gujiya-953477,Almond & White Chocolate Gujiya,1/4 cup clarified butter (ghee)
https://food.ndtv.com/recipe-almond-white-chocolate-gujiya-953477,Almond & White Chocolate Gujiya,1/2 cup water
https://food.ndtv.com/recipe-almond-white-chocolate-gujiya-953477,Almond & White Chocolate Gujiya,1 cup white chocolate
https://food.ndtv.com/recipe-almond-white-chocolate-gujiya-953477,Almond & White Chocolate Gujiya,1/4 cup dessicated coconut
https://food.ndtv.com/recipe-almond-white-chocolate-gujiya-953477,Almond & White Chocolate Gujiya,A pinch of green cardamom powder
https://food.ndtv.com/recipe-almond-white-chocolate-gujiya-953477,Almond & White Chocolate Gujiya,1/2 cup almond
https://food.ndtv.com/recipe-almond-white-chocolate-gujiya-953477,Almond & White Chocolate Gujiya,1 tbsp jaggery
https://food.ndtv.com/recipe-betel-nut-popsicle-953371,Betel Nut Popsicle,100 Ml full cream milk
https://food.ndtv.com/recipe-betel-nut-popsicle-953371,Betel Nut Popsicle,50 gms cream
https://food.ndtv.com/recipe-betel-nut-popsicle-953371,Betel Nut Popsicle,50 gms mascarpone
https://food.ndtv.com/recipe-betel-nut-popsicle-953371,Betel Nut Popsicle,30 gms sugar
https://food.ndtv.com/recipe-betel-nut-popsicle-953371,Betel Nut Popsicle,1  paan (crushed)
https://food.ndtv.com/recipe-betel-nut-popsicle-953371,Betel Nut Popsicle,30 gms cookie crumble
https://food.ndtv.com/recipe-betel-nut-popsicle-953371,Betel Nut Popsicle,300 gms dark chocolate (melted)
https://food.ndtv.com/recipe-betel-nut-popsicle-953371,Betel Nut Popsicle,30 ml caramel sauce
https://food.ndtv.com/recipe-almond-strawberry-cream-953348,Almond Strawberry Cream,1/2 Cup almonds
https://food.ndtv.com/recipe-almond-strawberry-cream-953348,Almond Strawberry Cream,12-14 pieces fresh strawberries
https://food.ndtv.com/recipe-almond-strawberry-cream-953348,Almond Strawberry Cream,1 cup whipped cream
https://food.ndtv.com/recipe-almond-strawberry-cream-953348,Almond Strawberry Cream,1 tsp holy basil leaves (tulsi)
https://food.ndtv.com/recipe-almond-strawberry-cream-953348,Almond Strawberry Cream,"3 tbsp sugar, powdered"
https://food.ndtv.com/recipe-haryali-biryani-risotto-953314,Hariyali Biryani Risotto,10 gms olive oil
https://food.ndtv.com/recipe-haryali-biryani-risotto-953314,Hariyali Biryani Risotto,10 gms butter
https://food.ndtv.com/recipe-haryali-biryani-risotto-953314,Hariyali Biryani Risotto,10 gms onion
https://food.ndtv.com/recipe-haryali-biryani-risotto-953314,Hariyali Biryani Risotto,5 gms celery
https://food.ndtv.com/recipe-haryali-biryani-risotto-953314,Hariyali Biryani Risotto,5 gms leeks
https://food.ndtv.com/recipe-haryali-biryani-risotto-953314,Hariyali Biryani Risotto,1 gms chilly flakes
https://food.ndtv.com/recipe-haryali-biryani-risotto-953314,Hariyali Biryani Risotto,20 gms green peas
https://food.ndtv.com/recipe-haryali-biryani-risotto-953314,Hariyali Biryani Risotto,30 gms broccoli
https://food.ndtv.com/recipe-haryali-biryani-risotto-953314,Hariyali Biryani Risotto,20 gms beans
https://food.ndtv.com/recipe-haryali-biryani-risotto-953314,Hariyali Biryani Risotto,30 gms mint coriander pesto
https://food.ndtv.com/recipe-haryali-biryani-risotto-953314,Hariyali Biryani Risotto,200 gms risotto
https://food.ndtv.com/recipe-haryali-biryani-risotto-953314,Hariyali Biryani Risotto,60 gms cream
https://food.ndtv.com/recipe-haryali-biryani-risotto-953314,Hariyali Biryani Risotto,5 gms salt
https://food.ndtv.com/recipe-haryali-biryani-risotto-953314,Hariyali Biryani Risotto,1 gms pepper
https://food.ndtv.com/recipe-haryali-biryani-risotto-953314,Hariyali Biryani Risotto,1 gms mint
https://food.ndtv.com/recipe-tricolor-thai-fruit-jelly-953285,Tricolor Thai Fruit Jelly,350 Ml coconut milk
https://food.ndtv.com/recipe-tricolor-thai-fruit-jelly-953285,Tricolor Thai Fruit Jelly,2  Kafir lime leaves
https://food.ndtv.com/recipe-tricolor-thai-fruit-jelly-953285,Tricolor Thai Fruit Jelly,40 gms orange dices
https://food.ndtv.com/recipe-tricolor-thai-fruit-jelly-953285,Tricolor Thai Fruit Jelly,30 ml lychee juice
https://food.ndtv.com/recipe-tricolor-thai-fruit-jelly-953285,Tricolor Thai Fruit Jelly,coconut water (all from the shell)
https://food.ndtv.com/recipe-tricolor-thai-fruit-jelly-953285,Tricolor Thai Fruit Jelly,350 ml orange juice
https://food.ndtv.com/recipe-tricolor-thai-fruit-jelly-953285,Tricolor Thai Fruit Jelly,A pinch of salt
https://food.ndtv.com/recipe-tricolor-thai-fruit-jelly-953285,Tricolor Thai Fruit Jelly,to taste sugar
https://food.ndtv.com/recipe-tricolor-thai-fruit-jelly-953285,Tricolor Thai Fruit Jelly,40 gms kiwi dices
https://food.ndtv.com/recipe-tricolor-thai-fruit-jelly-953285,Tricolor Thai Fruit Jelly,15 gms agar agar
https://food.ndtv.com/recipe-tricolor-pasta-953272,Tricolor Pasta,200 gms penne
https://food.ndtv.com/recipe-tricolor-pasta-953272,Tricolor Pasta,"1 cup fresh broccoli, sliced"
https://food.ndtv.com/recipe-tricolor-pasta-953272,Tricolor Pasta,"1 medium carrot, sliced"
https://food.ndtv.com/recipe-tricolor-pasta-953272,Tricolor Pasta,"1/2 cup green onions, sliced"
https://food.ndtv.com/recipe-tricolor-pasta-953272,Tricolor Pasta,1/4 cup butter (cubed)
https://food.ndtv.com/recipe-tricolor-pasta-953272,Tricolor Pasta,1  garlic clove (minced)
https://food.ndtv.com/recipe-tricolor-pasta-953272,Tricolor Pasta,1 tsp dried basil
https://food.ndtv.com/recipe-tricolor-pasta-953272,Tricolor Pasta,1/2 tsp salt
https://food.ndtv.com/recipe-tricolor-pasta-953272,Tricolor Pasta,1/4 tsp pepper
https://food.ndtv.com/recipe-tricolor-pasta-953272,Tricolor Pasta,1/4 cup white wine
https://food.ndtv.com/recipe-tricolor-pasta-953272,Tricolor Pasta,"1/4 cup parmesan cheese, shredded"
https://food.ndtv.com/recipe-tricolor-salad-953269,Tricolor Salad,1/3 cup vinegar
https://food.ndtv.com/recipe-tricolor-salad-953269,Tricolor Salad,3 tbsp honey/sugar
https://food.ndtv.com/recipe-tricolor-salad-953269,Tricolor Salad,1 tbsp soy sauce
https://food.ndtv.com/recipe-tricolor-salad-953269,Tricolor Salad,1 tsp salt
https://food.ndtv.com/recipe-tricolor-salad-953269,Tricolor Salad,2  garlic cloves (minced)
https://food.ndtv.com/recipe-tricolor-salad-953269,Tricolor Salad,"1-2  chilli pepper (sliced), sliced"
https://food.ndtv.com/recipe-tricolor-salad-953269,Tricolor Salad,1 medium green papaya
https://food.ndtv.com/recipe-tricolor-salad-953269,Tricolor Salad,"1 large carrot (peeled), julienne"
https://food.ndtv.com/recipe-tricolor-salad-953269,Tricolor Salad,"1-2  cucumbers, julienne"
https://food.ndtv.com/recipe-tricolor-salad-953269,Tricolor Salad,"1/3 cup mint leaves, chopped"
https://food.ndtv.com/recipe-tricolor-salad-953269,Tricolor Salad,4 tbsp toasted peanuts
https://food.ndtv.com/recipe-apricot-and-cardamom-dome-953268,Apricot And Cardamom Dome,100 gms white chocolate
https://food.ndtv.com/recipe-apricot-and-cardamom-dome-953268,Apricot And Cardamom Dome,1 gms orange edible colour
https://food.ndtv.com/recipe-apricot-and-cardamom-dome-953268,Apricot And Cardamom Dome,1 gms green edible colour
https://food.ndtv.com/recipe-apricot-and-cardamom-dome-953268,Apricot And Cardamom Dome,100 gms whipped cream
https://food.ndtv.com/recipe-apricot-and-cardamom-dome-953268,Apricot And Cardamom Dome,30 gms apricots puree
https://food.ndtv.com/recipe-apricot-and-cardamom-dome-953268,Apricot And Cardamom Dome,2 ml vanilla
https://food.ndtv.com/recipe-apricot-and-cardamom-dome-953268,Apricot And Cardamom Dome,100 gms white chocolate
https://food.ndtv.com/recipe-apricot-and-cardamom-dome-953268,Apricot And Cardamom Dome,70 ml fresh cream
https://food.ndtv.com/recipe-apricot-and-cardamom-dome-953268,Apricot And Cardamom Dome,5 gms cardamom powder
https://food.ndtv.com/recipe-tiranga-lasagna-953263,Tiranga Lasagna,8  lasagna sheets
https://food.ndtv.com/recipe-tiranga-lasagna-953263,Tiranga Lasagna,250 gms fresh spring tomato
https://food.ndtv.com/recipe-tiranga-lasagna-953263,Tiranga Lasagna,150 gms spinach
https://food.ndtv.com/recipe-tiranga-lasagna-953263,Tiranga Lasagna,250 gms onion
https://food.ndtv.com/recipe-tiranga-lasagna-953263,Tiranga Lasagna,15 gms garlic
https://food.ndtv.com/recipe-tiranga-lasagna-953263,Tiranga Lasagna,150 gms white sauce
https://food.ndtv.com/recipe-tiranga-lasagna-953263,Tiranga Lasagna,150 gms tomato sauce
https://food.ndtv.com/recipe-tiranga-lasagna-953263,Tiranga Lasagna,100 gms parmesan or mozzarella cheese
https://food.ndtv.com/recipe-tiranga-lasagna-953263,Tiranga Lasagna,to taste salt and pepper
https://food.ndtv.com/recipe-tiranga-lasagna-953263,Tiranga Lasagna,Oven proof glass bowl 3 inch width-5 inch height
https://food.ndtv.com/recipe-strawberry-snow-953239,Strawberry Snow,45 Ml tequila
https://food.ndtv.com/recipe-strawberry-snow-953239,Strawberry Snow,15 ml cointreau
https://food.ndtv.com/recipe-strawberry-snow-953239,Strawberry Snow,45 ml litchi juice
https://food.ndtv.com/recipe-strawberry-snow-953239,Strawberry Snow,15 ml lime juice
https://food.ndtv.com/recipe-strawberry-snow-953239,Strawberry Snow,Fresh strawberry
https://food.ndtv.com/recipe-strawberry-snow-953239,Strawberry Snow,Whipped cream
https://food.ndtv.com/recipe-peanut-gajak-953232,Peanut Gajak,1-2 pcs jaggery (gur)
https://food.ndtv.com/recipe-peanut-gajak-953232,Peanut Gajak,to taste peanuts
https://food.ndtv.com/recipe-peanut-gajak-953232,Peanut Gajak,2 tsp ghee
https://food.ndtv.com/recipe-gokul-pithe-953231,Gokul Pithe,"200 gms coconut, grated"
https://food.ndtv.com/recipe-gokul-pithe-953231,Gokul Pithe,450 gms khoya
https://food.ndtv.com/recipe-gokul-pithe-953231,Gokul Pithe,2 1/2 cup sugar/date palm jaggery
https://food.ndtv.com/recipe-gokul-pithe-953231,Gokul Pithe,150 gms flour
https://food.ndtv.com/recipe-gokul-pithe-953231,Gokul Pithe,5-6 cups water
https://food.ndtv.com/recipe-gokul-pithe-953231,Gokul Pithe,40 gms ghee
https://food.ndtv.com/recipe-gokul-pithe-953231,Gokul Pithe,1/8 tsp sodium bicarbonate
https://food.ndtv.com/recipe-rainbow-sangria-953225,Rainbow Sangria,120 Ml white wine
https://food.ndtv.com/recipe-rainbow-sangria-953225,Rainbow Sangria,8  black grapes
https://food.ndtv.com/recipe-rainbow-sangria-953225,Rainbow Sangria,2 (sliced into 4)  strawberry
https://food.ndtv.com/recipe-rainbow-sangria-953225,Rainbow Sangria,5 slices  pineapple
https://food.ndtv.com/recipe-rainbow-sangria-953225,Rainbow Sangria,5 pcs orange (skinned)
https://food.ndtv.com/recipe-rainbow-sangria-953225,Rainbow Sangria,5 slices  green apple
https://food.ndtv.com/recipe-snow-shower-953224,Snow Shower,120 Ml pineapple juice
https://food.ndtv.com/recipe-snow-shower-953224,Snow Shower,coconut cream
https://food.ndtv.com/recipe-snow-shower-953224,Snow Shower,30 ml coconut flavoured rum
https://food.ndtv.com/recipe-snow-shower-953224,Snow Shower,30 ml white rum
https://food.ndtv.com/recipe-devils-love-bite-953223,Devils Love Bite,5  strawberries (pureed)
https://food.ndtv.com/recipe-devils-love-bite-953223,Devils Love Bite,30 ml white rum
https://food.ndtv.com/recipe-devils-love-bite-953223,Devils Love Bite,1 tsp sugar syrup
https://food.ndtv.com/recipe-devils-love-bite-953223,Devils Love Bite,1/2  lemon (juiced)
https://food.ndtv.com/recipe-sakkarai-pongal-953188,Sakkarai Pongal,1 Cup rice
https://food.ndtv.com/recipe-sakkarai-pongal-953188,Sakkarai Pongal,1/4 cup yellow moong dal
https://food.ndtv.com/recipe-sakkarai-pongal-953188,Sakkarai Pongal,4 cup milk
https://food.ndtv.com/recipe-sakkarai-pongal-953188,Sakkarai Pongal,1 cup jaggery
https://food.ndtv.com/recipe-sakkarai-pongal-953188,Sakkarai Pongal,3 tsp cashewnuts
https://food.ndtv.com/recipe-sakkarai-pongal-953188,Sakkarai Pongal,3 tsp raisin
https://food.ndtv.com/recipe-sakkarai-pongal-953188,Sakkarai Pongal,5 nos cardamom
https://food.ndtv.com/recipe-sakkarai-pongal-953188,Sakkarai Pongal,1/4 cup ghee
https://food.ndtv.com/recipe-sakkarai-pongal-953188,Sakkarai Pongal,1/2 cup coconut
https://food.ndtv.com/recipe-gulab-badam-chikki-953186,Gulab Badam Chikki,2 Tbsp butter
https://food.ndtv.com/recipe-gulab-badam-chikki-953186,Gulab Badam Chikki,1 cup sugar
https://food.ndtv.com/recipe-gulab-badam-chikki-953186,Gulab Badam Chikki,1/8 tsp salt
https://food.ndtv.com/recipe-gulab-badam-chikki-953186,Gulab Badam Chikki,"1/2 cup almonds, sliced"
https://food.ndtv.com/recipe-gulab-badam-chikki-953186,Gulab Badam Chikki,1 cup dry rose petal
https://food.ndtv.com/recipe-christmas-tree-pizza-953147,Christmas Tree Pizza,1  pizza dough (2 boules)
https://food.ndtv.com/recipe-christmas-tree-pizza-953147,Christmas Tree Pizza,1  red pepper
https://food.ndtv.com/recipe-christmas-tree-pizza-953147,Christmas Tree Pizza,1/2  red onion
https://food.ndtv.com/recipe-christmas-tree-pizza-953147,Christmas Tree Pizza,"1/2 cup basil pesto (purchased, homemade or vegan pesto)"
https://food.ndtv.com/recipe-christmas-tree-pizza-953147,Christmas Tree Pizza,"2  mozzarella cheese, shredded"
https://food.ndtv.com/recipe-christmas-tree-pizza-953147,Christmas Tree Pizza,Kosher salt
https://food.ndtv.com/recipe-clotted-cottage-cheese-croquettes-953120,Clotted Cottage Cheese Croquettes,2 gms black pepper
https://food.ndtv.com/recipe-clotted-cottage-cheese-croquettes-953120,Clotted Cottage Cheese Croquettes,2 gms black salt
https://food.ndtv.com/recipe-clotted-cottage-cheese-croquettes-953120,Clotted Cottage Cheese Croquettes,80 gms bread crumb
https://food.ndtv.com/recipe-clotted-cottage-cheese-croquettes-953120,Clotted Cottage Cheese Croquettes,20 gms corn flour
https://food.ndtv.com/recipe-clotted-cottage-cheese-croquettes-953120,Clotted Cottage Cheese Croquettes,100 ml refined oil
https://food.ndtv.com/recipe-clotted-cottage-cheese-croquettes-953120,Clotted Cottage Cheese Croquettes,20 gms jalapeno
https://food.ndtv.com/recipe-clotted-cottage-cheese-croquettes-953120,Clotted Cottage Cheese Croquettes,5 gms jeera powder
https://food.ndtv.com/recipe-clotted-cottage-cheese-croquettes-953120,Clotted Cottage Cheese Croquettes,20 gms maida
https://food.ndtv.com/recipe-clotted-cottage-cheese-croquettes-953120,Clotted Cottage Cheese Croquettes,200 gms cottage cheese
https://food.ndtv.com/recipe-clotted-cottage-cheese-croquettes-953120,Clotted Cottage Cheese Croquettes,10 gms parsley
https://food.ndtv.com/recipe-clotted-cottage-cheese-croquettes-953120,Clotted Cottage Cheese Croquettes,2 gms salt
https://food.ndtv.com/recipe-clotted-cottage-cheese-croquettes-953120,Clotted Cottage Cheese Croquettes,20 ml mayonnaise
https://food.ndtv.com/recipe-clotted-cottage-cheese-croquettes-953120,Clotted Cottage Cheese Croquettes,10 ml tomato ketchup
https://food.ndtv.com/recipe-clotted-cottage-cheese-croquettes-953120,Clotted Cottage Cheese Croquettes,5 gms minced garlic
https://food.ndtv.com/recipe-clotted-cottage-cheese-croquettes-953120,Clotted Cottage Cheese Croquettes,5 gms celery
https://food.ndtv.com/recipe-clotted-cottage-cheese-croquettes-953120,Clotted Cottage Cheese Croquettes,2 gms black pepper
https://food.ndtv.com/recipe-zucchini-halwa-953118,Zucchini Halwa,1/2 Kg zucchini
https://food.ndtv.com/recipe-zucchini-halwa-953118,Zucchini Halwa,1/2 litre full fat milk
https://food.ndtv.com/recipe-zucchini-halwa-953118,Zucchini Halwa,60 gms ghee
https://food.ndtv.com/recipe-zucchini-halwa-953118,Zucchini Halwa,1 tsp cardamom powder
https://food.ndtv.com/recipe-zucchini-halwa-953118,Zucchini Halwa,120 gms sugar
https://food.ndtv.com/recipe-zucchini-halwa-953118,Zucchini Halwa,125 gms khoya
https://food.ndtv.com/recipe-zucchini-halwa-953118,Zucchini Halwa,for garnishing cherry and kesari malai
https://food.ndtv.com/recipe-gajar-halwa-tart-953114,Gajar Halwa Tart,500 gms white butter
https://food.ndtv.com/recipe-gajar-halwa-tart-953114,Gajar Halwa Tart,250 gms breakfast sugar
https://food.ndtv.com/recipe-gajar-halwa-tart-953114,Gajar Halwa Tart,100 ml milk full fat
https://food.ndtv.com/recipe-gajar-halwa-tart-953114,Gajar Halwa Tart,750 gms refined flour
https://food.ndtv.com/recipe-gajar-halwa-tart-953114,Gajar Halwa Tart,1 kg winter carrots
https://food.ndtv.com/recipe-gajar-halwa-tart-953114,Gajar Halwa Tart,200 gms ghee
https://food.ndtv.com/recipe-gajar-halwa-tart-953114,Gajar Halwa Tart,90 gms sugar
https://food.ndtv.com/recipe-gajar-halwa-tart-953114,Gajar Halwa Tart,200 gms khoya
